ONSConstID,ConstituencyName,RegionID,RegionName,CON# All categories ,CON# Not in employment,CON# In Employement ,CON# Work mainly at or from home,"CON%
Work mainly at or from home","REG% 
Work mainly at or from home","E&W% 
Work mainly at or from home","CON# Underground, metro, light rail, tram","CON% Underground, metro, light rail, tram","REG% Underground, metro, light rail, tram","E&W% Underground, metro, light rail, tram",CON# Train,CON% Train,REG% Train,E&W% Train,"CON# Bus, minibus or coach","CON% Bus, minibus or coach","REG% Bus, minibus or coach","E&W% Bus, minibus or coach",CON# Taxi,CON% Taxi,REG% Taxi,E&W% Taxi,"CON# Motorcycle, scooter or moped","CON% Motorcycle, scooter or moped","REG% Motorcycle, scooter or moped","E&W% Motorcycle, scooter or moped",CON# Driving a car or van,CON% Driving a car or van,REG% Driving a car or van,E&W% Driving a car or van,CON# Passenger in a car or van,CON% Passenger in a car or van,REG% Passenger in a car or van,E&W% Passenger in a car or van,CON# Bicycle,CON% Bicycle,REG% Bicycle,E&W% Bicycle,CON# On foot,CON% On foot,REG% On foot,E&W% On foot,CON# Other method of travel to work,CON% Other method of travel to work,REG% Other method of travel to work,E&W% Other method of travel to work
E14000799,Ludlow,E12000005,West Midlands,"62,188","20,968","41,220","4,723",11%,5%,5%,62,0%,0%,4%,456,1%,3%,5%,417,1%,8%,7%,72,0%,1%,1%,208,1%,1%,1%,"27,167",66%,65%,58%,"1,935",5%,6%,5%,423,1%,2%,3%,"5,462",13%,10%,11%,295,1%,1%,1%
E14000812,Meriden,E12000005,West Midlands,"78,170","27,859","50,311","2,777",6%,5%,5%,76,0%,0%,4%,"2,384",5%,3%,5%,"4,582",9%,8%,7%,178,0%,1%,1%,256,1%,1%,1%,"33,691",67%,65%,58%,"2,560",5%,6%,5%,615,1%,2%,3%,"2,937",6%,10%,11%,255,1%,1%,1%
E14000818,Mid Worcestershire,E12000005,West Midlands,"69,059","21,733","47,326","3,552",8%,5%,5%,39,0%,0%,4%,804,2%,3%,5%,812,2%,8%,7%,112,0%,1%,1%,334,1%,1%,1%,"33,543",71%,65%,58%,"2,584",5%,6%,5%,872,2%,2%,3%,"4,394",9%,10%,11%,280,1%,1%,1%
E14000834,Newcastle-under-Lyme,E12000005,West Midlands,"66,195","25,530","40,665","1,432",4%,5%,5%,28,0%,0%,4%,318,1%,3%,5%,"2,009",5%,8%,7%,446,1%,1%,1%,299,1%,1%,1%,"28,212",69%,65%,58%,"3,143",8%,6%,5%,575,1%,2%,3%,"4,041",10%,10%,11%,162,0%,1%,1%
E14000847,North Herefordshire,E12000005,West Midlands,"62,294","20,612","41,682","4,886",12%,5%,5%,44,0%,0%,4%,394,1%,3%,5%,524,1%,8%,7%,48,0%,1%,1%,230,1%,1%,1%,"27,648",66%,65%,58%,"1,971",5%,6%,5%,712,2%,2%,3%,"4,882",12%,10%,11%,343,1%,1%,1%
E14000849,North Shropshire,E12000005,West Midlands,"76,081","25,304","50,777","4,008",8%,5%,5%,39,0%,0%,4%,435,1%,3%,5%,777,2%,8%,7%,154,0%,1%,1%,313,1%,1%,1%,"34,290",68%,65%,58%,"2,752",5%,6%,5%,"1,323",3%,2%,3%,"6,299",12%,10%,11%,387,1%,1%,1%
E14000854,North Warwickshire,E12000005,West Midlands,"66,570","22,059","44,511","2,020",5%,5%,5%,23,0%,0%,4%,645,1%,3%,5%,"1,926",4%,8%,7%,170,0%,1%,1%,378,1%,1%,1%,"32,017",72%,65%,58%,"2,926",7%,6%,5%,700,2%,2%,3%,"3,512",8%,10%,11%,194,0%,1%,1%
E14000868,Nuneaton,E12000005,West Midlands,"67,142","22,835","44,307","1,504",3%,5%,5%,30,0%,0%,4%,634,1%,3%,5%,"1,584",4%,8%,7%,179,0%,1%,1%,384,1%,1%,1%,"31,439",71%,65%,58%,"3,226",7%,6%,5%,905,2%,2%,3%,"4,216",10%,10%,11%,206,0%,1%,1%
E14000892,Redditch,E12000005,West Midlands,"66,644","20,933","45,711","2,059",5%,5%,5%,31,0%,0%,4%,774,2%,3%,5%,"3,072",7%,8%,7%,210,0%,1%,1%,241,1%,1%,1%,"31,887",70%,65%,58%,"2,973",7%,6%,5%,695,2%,2%,3%,"3,570",8%,10%,11%,199,0%,1%,1%
E14000905,Rugby,E12000005,West Midlands,"70,415","21,933","48,482","2,396",5%,5%,5%,34,0%,0%,4%,"1,196",2%,3%,5%,"1,161",2%,8%,7%,175,0%,1%,1%,401,1%,1%,1%,"32,951",68%,65%,58%,"3,322",7%,6%,5%,"1,536",3%,2%,3%,"5,078",10%,10%,11%,232,0%,1%,1%
E14000926,Shrewsbury and Atcham,E12000005,West Midlands,"74,784","23,613","51,171","3,315",6%,5%,5%,55,0%,0%,4%,695,1%,3%,5%,"1,688",3%,8%,7%,324,1%,1%,1%,341,1%,1%,1%,"32,296",63%,65%,58%,"2,813",5%,6%,5%,"2,363",5%,2%,3%,"7,012",14%,10%,11%,269,1%,1%,1%
E14000931,Solihull,E12000005,West Midlands,"70,190","22,560","47,630","2,431",5%,5%,5%,94,0%,0%,4%,"2,903",6%,3%,5%,"3,372",7%,8%,7%,165,0%,1%,1%,239,1%,1%,1%,"32,371",68%,65%,58%,"2,068",4%,6%,5%,746,2%,2%,3%,"3,054",6%,10%,11%,187,0%,1%,1%
E14000945,South Staffordshire,E12000005,West Midlands,"69,801","23,739","46,062","2,348",5%,5%,5%,105,0%,0%,4%,"1,071",2%,3%,5%,"1,617",4%,8%,7%,97,0%,1%,1%,300,1%,1%,1%,"34,802",76%,65%,58%,"2,385",5%,6%,5%,504,1%,2%,3%,"2,592",6%,10%,11%,241,1%,1%,1%
E14000965,Stafford,E12000005,West Midlands,"71,177","24,300","46,877","2,443",5%,5%,5%,31,0%,0%,4%,"1,106",2%,3%,5%,"1,433",3%,8%,7%,206,0%,1%,1%,359,1%,1%,1%,"30,964",66%,65%,58%,"2,557",5%,6%,5%,"1,589",3%,2%,3%,"5,985",13%,10%,11%,204,0%,1%,1%
E14000966,Staffordshire Moorlands,E12000005,West Midlands,"57,416","19,456","37,960","2,742",7%,5%,5%,19,0%,0%,4%,290,1%,3%,5%,941,2%,8%,7%,31,0%,1%,1%,193,1%,1%,1%,"27,597",73%,65%,58%,"2,132",6%,6%,5%,327,1%,2%,3%,"3,479",9%,10%,11%,209,1%,1%,1%
E14000972,Stoke-on-Trent Central,E12000005,West Midlands,"62,362","26,513","35,849",906,3%,5%,5%,9,0%,0%,4%,347,1%,3%,5%,"3,422",10%,8%,7%,633,2%,1%,1%,277,1%,1%,1%,"21,136",59%,65%,58%,"3,187",9%,6%,5%,612,2%,2%,3%,"5,122",14%,10%,11%,198,1%,1%,1%
E14000973,Stoke-on-Trent North,E12000005,West Midlands,"70,204","28,125","42,079","1,000",2%,5%,5%,12,0%,0%,4%,292,1%,3%,5%,"3,166",8%,8%,7%,455,1%,1%,1%,307,1%,1%,1%,"28,702",68%,65%,58%,"3,772",9%,6%,5%,485,1%,2%,3%,"3,682",9%,10%,11%,206,0%,1%,1%
E14000974,Stoke-on-Trent South,E12000005,West Midlands,"65,494","25,713","39,781","1,043",3%,5%,5%,14,0%,0%,4%,254,1%,3%,5%,"2,515",6%,8%,7%,367,1%,1%,1%,349,1%,1%,1%,"28,123",71%,65%,58%,"3,184",8%,6%,5%,576,1%,2%,3%,"3,165",8%,10%,11%,191,0%,1%,1%
E14000975,Stone,E12000005,West Midlands,"62,594","20,979","41,615","3,225",8%,5%,5%,29,0%,0%,4%,523,1%,3%,5%,847,2%,8%,7%,44,0%,1%,1%,241,1%,1%,1%,"30,920",74%,65%,58%,"2,057",5%,6%,5%,448,1%,2%,3%,"3,094",7%,10%,11%,187,0%,1%,1%
E14000976,Stourbridge,E12000005,West Midlands,"65,601","23,423","42,178","1,760",4%,5%,5%,40,0%,0%,4%,"1,996",5%,3%,5%,"2,269",5%,8%,7%,128,0%,1%,1%,314,1%,1%,1%,"29,269",69%,65%,58%,"2,253",5%,6%,5%,531,1%,2%,3%,"3,447",8%,10%,11%,171,0%,1%,1%
E14000977,Stratford-on-Avon,E12000005,West Midlands,"64,254","20,023","44,231","4,568",10%,5%,5%,85,0%,0%,4%,855,2%,3%,5%,857,2%,8%,7%,91,0%,1%,1%,238,1%,1%,1%,"29,255",66%,65%,58%,"1,996",5%,6%,5%,"1,040",2%,2%,3%,"5,004",11%,10%,11%,242,1%,1%,1%
E14000985,Sutton Coldfield,E12000005,West Midlands,"68,137","21,444","46,693","2,886",6%,5%,5%,92,0%,0%,4%,"3,372",7%,3%,5%,"2,820",6%,8%,7%,109,0%,1%,1%,196,0%,1%,1%,"32,115",69%,65%,58%,"1,912",4%,6%,5%,442,1%,2%,3%,"2,560",5%,10%,11%,189,0%,1%,1%
E14000986,Tamworth,E12000005,West Midlands,"70,653","23,589","47,064","2,068",4%,5%,5%,29,0%,0%,4%,"1,093",2%,3%,5%,"1,584",3%,8%,7%,248,1%,1%,1%,304,1%,1%,1%,"33,609",71%,65%,58%,"3,156",7%,6%,5%,927,2%,2%,3%,"3,815",8%,10%,11%,231,0%,1%,1%
E14000989,Telford,E12000005,West Midlands,"66,479","24,196","42,283","1,363",3%,5%,5%,29,0%,0%,4%,474,1%,3%,5%,"2,135",5%,8%,7%,554,1%,1%,1%,345,1%,1%,1%,"29,390",70%,65%,58%,"3,693",9%,6%,5%,896,2%,2%,3%,"3,197",8%,10%,11%,207,0%,1%,1%
E14000992,The Wrekin,E12000005,West Midlands,"66,639","22,970","43,669","2,262",5%,5%,5%,43,0%,0%,4%,857,2%,3%,5%,"1,113",3%,8%,7%,338,1%,1%,1%,279,1%,1%,1%,"30,178",69%,65%,58%,"2,933",7%,6%,5%,"1,124",3%,2%,3%,"4,279",10%,10%,11%,263,1%,1%,1%
E14001011,Walsall North,E12000005,West Midlands,"67,145","28,894","38,251",856,2%,5%,5%,148,0%,0%,4%,455,1%,3%,5%,"4,315",11%,8%,7%,216,1%,1%,1%,264,1%,1%,1%,"24,487",64%,65%,58%,"2,877",8%,6%,5%,780,2%,2%,3%,"3,692",10%,10%,11%,161,0%,1%,1%
E14001012,Walsall South,E12000005,West Midlands,"69,071","30,439","38,632","1,184",3%,5%,5%,228,1%,0%,4%,738,2%,3%,5%,"4,512",12%,8%,7%,310,1%,1%,1%,208,1%,1%,1%,"23,622",61%,65%,58%,"2,583",7%,6%,5%,597,2%,2%,3%,"4,438",11%,10%,11%,212,1%,1%,1%
E14001016,Warley,E12000005,West Midlands,"65,052","27,473","37,579",897,2%,5%,5%,146,0%,0%,4%,"1,275",3%,3%,5%,"7,081",19%,8%,7%,284,1%,1%,1%,207,1%,1%,1%,"20,878",56%,65%,58%,"2,528",7%,6%,5%,604,2%,2%,3%,"3,449",9%,10%,11%,230,1%,1%,1%
E14001019,Warwick and Leamington,E12000005,West Midlands,"73,179","23,380","49,799","2,920",6%,5%,5%,58,0%,0%,4%,"1,749",4%,3%,5%,"2,051",4%,8%,7%,117,0%,1%,1%,295,1%,1%,1%,"31,247",63%,65%,58%,"2,502",5%,6%,5%,"1,774",4%,2%,3%,"6,838",14%,10%,11%,248,0%,1%,1%
E14001029,West Bromwich East,E12000005,West Midlands,"62,645","26,123","36,522",840,2%,5%,5%,844,2%,0%,4%,735,2%,3%,5%,"5,318",15%,8%,7%,194,1%,1%,1%,189,1%,1%,1%,"21,877",60%,65%,58%,"2,649",7%,6%,5%,549,2%,2%,3%,"3,133",9%,10%,11%,194,1%,1%,1%
E14001030,West Bromwich West,E12000005,West Midlands,"64,731","26,484","38,247",696,2%,5%,5%,617,2%,0%,4%,950,2%,3%,5%,"4,365",11%,8%,7%,194,1%,1%,1%,291,1%,1%,1%,"23,844",62%,65%,58%,"2,792",7%,6%,5%,672,2%,2%,3%,"3,666",10%,10%,11%,160,0%,1%,1%
E14001035,West Worcestershire,E12000005,West Midlands,"65,813","23,299","42,514","4,524",11%,5%,5%,50,0%,0%,4%,787,2%,3%,5%,581,1%,8%,7%,62,0%,1%,1%,328,1%,1%,1%,"29,312",69%,65%,58%,"1,908",4%,6%,5%,808,2%,2%,3%,"3,868",9%,10%,11%,286,1%,1%,1%
E14001049,Wolverhampton North East,E12000005,West Midlands,"63,588","26,743","36,845",760,2%,5%,5%,283,1%,0%,4%,853,2%,3%,5%,"4,658",13%,8%,7%,243,1%,1%,1%,277,1%,1%,1%,"22,352",61%,65%,58%,"2,644",7%,6%,5%,894,2%,2%,3%,"3,728",10%,10%,11%,153,0%,1%,1%
E14001050,Wolverhampton South East,E12000005,West Midlands,"63,230","27,957","35,273",754,2%,5%,5%,881,2%,0%,4%,793,2%,3%,5%,"3,908",11%,8%,7%,239,1%,1%,1%,218,1%,1%,1%,"21,412",61%,65%,58%,"2,453",7%,6%,5%,784,2%,2%,3%,"3,651",10%,10%,11%,180,1%,1%,1%
E14001051,Wolverhampton South West,E12000005,West Midlands,"62,086","24,489","37,597","1,451",4%,5%,5%,449,1%,0%,4%,"1,444",4%,3%,5%,"3,829",10%,8%,7%,267,1%,1%,1%,190,1%,1%,1%,"23,446",62%,65%,58%,"2,208",6%,6%,5%,640,2%,2%,3%,"3,467",9%,10%,11%,206,1%,1%,1%
E14001052,Worcester,E12000005,West Midlands,"73,382","23,281","50,101","2,130",4%,5%,5%,30,0%,0%,4%,928,2%,3%,5%,"2,274",5%,8%,7%,189,0%,1%,1%,398,1%,1%,1%,"30,915",62%,65%,58%,"2,898",6%,6%,5%,"2,132",4%,2%,3%,"7,937",16%,10%,11%,270,1%,1%,1%
E14001058,Wyre Forest,E12000005,West Midlands,"72,331","25,992","46,339","2,623",6%,5%,5%,31,0%,0%,4%,"1,176",3%,3%,5%,866,2%,8%,7%,219,0%,1%,1%,398,1%,1%,1%,"32,636",70%,65%,58%,"2,855",6%,6%,5%,794,2%,2%,3%,"4,499",10%,10%,11%,242,1%,1%,1%
E14000544,Basildon and Billericay,E12000006,East of England,"63,918","22,000","41,918","1,669",4%,6%,5%,343,1%,1%,4%,"7,577",18%,7%,5%,"1,374",3%,4%,7%,396,1%,0%,1%,288,1%,1%,1%,"23,190",55%,62%,58%,"2,246",5%,5%,5%,691,2%,4%,3%,"3,926",9%,10%,11%,218,1%,1%,1%
E14000552,Bedford,E12000006,East of England,"73,117","25,591","47,526","1,926",4%,6%,5%,65,0%,1%,4%,"2,236",5%,7%,5%,"2,561",5%,4%,7%,286,1%,0%,1%,244,1%,1%,1%,"27,503",58%,62%,58%,"3,296",7%,5%,5%,"2,381",5%,4%,3%,"6,740",14%,10%,11%,288,1%,1%,1%
E14000590,Braintree,E12000006,East of England,"70,985","21,363","49,622","3,194",6%,6%,5%,128,0%,1%,4%,"2,609",5%,7%,5%,"1,198",2%,4%,7%,151,0%,0%,1%,305,1%,1%,1%,"33,739",68%,62%,58%,"2,458",5%,5%,5%,711,1%,4%,3%,"4,863",10%,10%,11%,266,1%,1%,1%
E14000594,Brentwood and Ongar,E12000006,East of England,"66,945","21,240","45,705","2,924",6%,6%,5%,"1,657",4%,1%,4%,"8,661",19%,7%,5%,821,2%,4%,7%,331,1%,0%,1%,323,1%,1%,1%,"25,496",56%,62%,58%,"1,552",3%,5%,5%,386,1%,4%,3%,"3,282",7%,10%,11%,272,1%,1%,1%
E14000603,Broadland,E12000006,East of England,"69,042","22,565","46,477","3,305",7%,6%,5%,56,0%,1%,4%,470,1%,7%,5%,"1,844",4%,4%,7%,95,0%,0%,1%,548,1%,1%,1%,"33,185",71%,62%,58%,"2,153",5%,5%,5%,"1,229",3%,4%,3%,"3,210",7%,10%,11%,382,1%,1%,1%
E14000606,Broxbourne,E12000006,East of England,"71,276","22,668","48,608","2,003",4%,6%,5%,"1,247",3%,1%,4%,"5,995",12%,7%,5%,"1,410",3%,4%,7%,530,1%,0%,1%,400,1%,1%,1%,"30,643",63%,62%,58%,"2,176",4%,5%,5%,622,1%,4%,3%,"3,308",7%,10%,11%,274,1%,1%,1%
E14000613,Bury St Edmunds,E12000006,East of England,"82,545","23,838","58,707","3,566",6%,6%,5%,64,0%,1%,4%,"1,272",2%,7%,5%,937,2%,4%,7%,164,0%,0%,1%,426,1%,1%,1%,"38,871",66%,62%,58%,"2,980",5%,5%,5%,"2,287",4%,4%,3%,"7,864",13%,10%,11%,276,0%,1%,1%
E14000617,Cambridge,E12000006,East of England,"91,482","36,410","55,072","3,509",6%,6%,5%,116,0%,1%,4%,"2,642",5%,7%,5%,"3,635",7%,4%,7%,205,0%,0%,1%,465,1%,1%,1%,"17,475",32%,62%,58%,"1,544",3%,5%,5%,"16,713",30%,4%,3%,"8,467",15%,10%,11%,301,1%,1%,1%
E14000622,Castle Point,E12000006,East of England,"64,626","23,183","41,443","1,700",4%,6%,5%,169,0%,1%,4%,"5,747",14%,7%,5%,"1,465",4%,4%,7%,250,1%,0%,1%,336,1%,1%,1%,"26,390",64%,62%,58%,"1,947",5%,5%,5%,651,2%,4%,3%,"2,549",6%,10%,11%,239,1%,1%,1%
E14000624,Central Suffolk and North Ipswich,E12000006,East of England,"70,690","22,705","47,985","3,795",8%,6%,5%,69,0%,1%,4%,"1,079",2%,7%,5%,"1,816",4%,4%,7%,93,0%,0%,1%,482,1%,1%,1%,"32,761",68%,62%,58%,"2,365",5%,5%,5%,"1,650",3%,4%,3%,"3,634",8%,10%,11%,241,1%,1%,1%
E14000628,Chelmsford,E12000006,East of England,"77,479","22,640","54,839","2,423",4%,6%,5%,227,0%,1%,4%,"7,709",14%,7%,5%,"2,569",5%,4%,7%,161,0%,0%,1%,373,1%,1%,1%,"29,974",55%,62%,58%,"2,345",4%,5%,5%,"2,060",4%,4%,3%,"6,750",12%,10%,11%,248,0%,1%,1%
E14000642,Clacton,E12000006,East of England,"59,019","28,402","30,617","1,567",5%,6%,5%,69,0%,1%,4%,"1,374",4%,7%,5%,719,2%,4%,7%,228,1%,0%,1%,200,1%,1%,1%,"19,750",65%,62%,58%,"1,840",6%,5%,5%,927,3%,4%,3%,"3,729",12%,10%,11%,214,1%,1%,1%
E14000644,Colchester,E12000006,East of England,"80,781","26,216","54,565","2,228",4%,6%,5%,116,0%,1%,4%,"4,245",8%,7%,5%,"3,780",7%,4%,7%,228,0%,0%,1%,478,1%,1%,1%,"29,110",53%,62%,58%,"2,928",5%,5%,5%,"2,593",5%,4%,3%,"8,577",16%,10%,11%,282,1%,1%,1%
E14000693,Epping Forest,E12000006,East of England,"68,963","22,131","46,832","2,627",6%,6%,5%,"10,647",23%,1%,4%,"1,835",4%,7%,5%,"1,082",2%,4%,7%,619,1%,0%,1%,487,1%,1%,1%,"24,395",52%,62%,58%,"1,455",3%,5%,5%,410,1%,4%,3%,"3,003",6%,10%,11%,272,1%,1%,1%
E14000717,Great Yarmouth,E12000006,East of England,"70,234","28,970","41,264","1,670",4%,6%,5%,34,0%,1%,4%,260,1%,7%,5%,"2,496",6%,4%,7%,248,1%,0%,1%,421,1%,1%,1%,"25,119",61%,62%,58%,"2,783",7%,5%,5%,"1,728",4%,4%,3%,"5,486",13%,10%,11%,"1,019",2%,1%,1%
E14000729,Harlow,E12000006,East of England,"66,342","20,618","45,724","1,488",3%,6%,5%,"1,382",3%,1%,4%,"2,344",5%,7%,5%,"2,206",5%,4%,7%,468,1%,0%,1%,321,1%,1%,1%,"28,715",63%,62%,58%,"2,988",7%,5%,5%,"1,069",2%,4%,3%,"4,515",10%,10%,11%,228,0%,1%,1%
E14000734,Harwich and North Essex,E12000006,East of England,"66,746","24,541","42,205","2,949",7%,6%,5%,99,0%,1%,4%,"2,915",7%,7%,5%,"1,275",3%,4%,7%,132,0%,0%,1%,347,1%,1%,1%,"27,361",65%,62%,58%,"1,889",4%,5%,5%,"1,315",3%,4%,3%,"3,615",9%,10%,11%,308,1%,1%,1%
E14000739,Hemel Hempstead,E12000006,East of England,"71,584","21,235","50,349","2,660",5%,6%,5%,329,1%,1%,4%,"3,233",6%,7%,5%,"1,926",4%,4%,7%,254,1%,0%,1%,375,1%,1%,1%,"33,174",66%,62%,58%,"2,629",5%,5%,5%,590,1%,4%,3%,"4,905",10%,10%,11%,274,1%,1%,1%
E14000744,Hertford and Stortford,E12000006,East of England,"77,564","21,107","56,457","3,443",6%,6%,5%,495,1%,1%,4%,"8,314",15%,7%,5%,"1,197",2%,4%,7%,230,0%,0%,1%,338,1%,1%,1%,"33,633",60%,62%,58%,"2,009",4%,5%,5%,807,1%,4%,3%,"5,750",10%,10%,11%,241,0%,1%,1%
E14000745,Hertsmere,E12000006,East of England,"71,511","22,083","49,428","3,593",7%,6%,5%,"2,428",5%,1%,4%,"5,988",12%,7%,5%,"2,312",5%,4%,7%,393,1%,0%,1%,408,1%,1%,1%,"28,042",57%,62%,58%,"1,676",3%,5%,5%,515,1%,4%,3%,"3,781",8%,10%,11%,292,1%,1%,1%
E14000749,Hitchin and Harpenden,E12000006,East of England,"70,527","20,179","50,348","3,994",8%,6%,5%,231,0%,1%,4%,"8,460",17%,7%,5%,868,2%,4%,7%,115,0%,0%,1%,292,1%,1%,1%,"29,424",58%,62%,58%,"1,770",4%,5%,5%,801,2%,4%,3%,"4,149",8%,10%,11%,244,0%,1%,1%
E14000757,Huntingdon,E12000006,East of England,"83,285","24,410","58,875","3,218",5%,6%,5%,86,0%,1%,4%,"2,647",4%,7%,5%,"1,556",3%,4%,7%,222,0%,0%,1%,376,1%,1%,1%,"38,348",65%,62%,58%,"3,026",5%,5%,5%,"2,693",5%,4%,3%,"6,417",11%,10%,11%,286,0%,1%,1%
E14000761,Ipswich,E12000006,East of England,"79,690","25,866","53,824","1,878",3%,6%,5%,50,0%,1%,4%,"1,476",3%,7%,5%,"4,141",8%,4%,7%,205,0%,0%,1%,576,1%,1%,1%,"29,420",55%,62%,58%,"3,667",7%,5%,5%,"2,566",5%,4%,3%,"9,578",18%,10%,11%,267,0%,1%,1%
E14000800,Luton North,E12000006,East of England,"69,013","26,216","42,797","1,295",3%,6%,5%,137,0%,1%,4%,"2,580",6%,7%,5%,"2,703",6%,4%,7%,483,1%,0%,1%,211,0%,1%,1%,"26,927",63%,62%,58%,"3,111",7%,5%,5%,644,2%,4%,3%,"4,419",10%,10%,11%,287,1%,1%,1%
E14000801,Luton South,E12000006,East of England,"80,649","31,184","49,465","1,566",3%,6%,5%,166,0%,1%,4%,"2,877",6%,7%,5%,"4,048",8%,4%,7%,580,1%,0%,1%,253,1%,1%,1%,"26,742",54%,62%,58%,"4,644",9%,5%,5%,557,1%,4%,3%,"7,598",15%,10%,11%,434,1%,1%,1%
E14000806,Maldon,E12000006,East of England,"65,275","20,932","44,343","3,011",7%,6%,5%,149,0%,1%,4%,"4,357",10%,7%,5%,822,2%,4%,7%,135,0%,0%,1%,274,1%,1%,1%,"29,245",66%,62%,58%,"1,864",4%,5%,5%,696,2%,4%,3%,"3,523",8%,10%,11%,267,1%,1%,1%
E14000813,Mid Bedfordshire,E12000006,East of England,"73,481","21,298","52,183","3,636",7%,6%,5%,86,0%,1%,4%,"3,373",6%,7%,5%,732,1%,4%,7%,69,0%,0%,1%,334,1%,1%,1%,"37,229",71%,62%,58%,"2,236",4%,5%,5%,730,1%,4%,3%,"3,522",7%,10%,11%,236,0%,1%,1%
E14000816,Mid Norfolk,E12000006,East of England,"71,486","24,868","46,618","3,119",7%,6%,5%,40,0%,1%,4%,446,1%,7%,5%,"1,344",3%,4%,7%,140,0%,0%,1%,440,1%,1%,1%,"32,414",70%,62%,58%,"2,371",5%,5%,5%,"1,296",3%,4%,3%,"4,697",10%,10%,11%,311,1%,1%,1%
E14000841,North East Bedfordshire,E12000006,East of England,"74,867","21,507","53,360","3,734",7%,6%,5%,91,0%,1%,4%,"3,623",7%,7%,5%,894,2%,4%,7%,75,0%,0%,1%,341,1%,1%,1%,"37,721",71%,62%,58%,"2,236",4%,5%,5%,"1,081",2%,4%,3%,"3,296",6%,10%,11%,268,1%,1%,1%
E14000842,North East Cambridgeshire,E12000006,East of England,"81,726","28,394","53,332","2,762",5%,6%,5%,49,0%,1%,4%,"1,118",2%,7%,5%,"1,061",2%,4%,7%,198,0%,0%,1%,379,1%,1%,1%,"36,836",69%,62%,58%,"3,497",7%,5%,5%,"2,208",4%,4%,3%,"4,879",9%,10%,11%,345,1%,1%,1%
E14000845,North East Hertfordshire,E12000006,East of England,"68,562","20,628","47,934","3,552",7%,6%,5%,191,0%,1%,4%,"4,617",10%,7%,5%,672,1%,4%,7%,119,0%,0%,1%,282,1%,1%,1%,"30,867",64%,62%,58%,"2,051",4%,5%,5%,848,2%,4%,3%,"4,493",9%,10%,11%,242,1%,1%,1%
E14000848,North Norfolk,E12000006,East of England,"60,282","25,032","35,250","3,093",9%,6%,5%,73,0%,1%,4%,509,1%,7%,5%,740,2%,4%,7%,136,0%,0%,1%,296,1%,1%,1%,"23,025",65%,62%,58%,"1,682",5%,5%,5%,"1,030",3%,4%,3%,"4,275",12%,10%,11%,391,1%,1%,1%
E14000855,North West Cambridgeshire,E12000006,East of England,"91,750","26,686","65,064","3,796",6%,6%,5%,80,0%,1%,4%,"1,675",3%,7%,5%,"2,753",4%,4%,7%,149,0%,0%,1%,471,1%,1%,1%,"44,818",69%,62%,58%,"3,667",6%,5%,5%,"2,473",4%,4%,3%,"4,875",7%,10%,11%,307,0%,1%,1%
E14000859,North West Norfolk,E12000006,East of England,"68,817","25,750","43,067","2,327",5%,6%,5%,84,0%,1%,4%,416,1%,7%,5%,"1,220",3%,4%,7%,124,0%,0%,1%,316,1%,1%,1%,"28,349",66%,62%,58%,"2,967",7%,5%,5%,"2,510",6%,4%,3%,"4,438",10%,10%,11%,316,1%,1%,1%
E14000863,Norwich North,E12000006,East of England,"63,892","21,002","42,890","1,494",3%,6%,5%,37,0%,1%,4%,383,1%,7%,5%,"3,008",7%,4%,7%,192,0%,0%,1%,621,1%,1%,1%,"25,288",59%,62%,58%,"2,461",6%,5%,5%,"3,045",7%,4%,3%,"6,045",14%,10%,11%,316,1%,1%,1%
E14000864,Norwich South,E12000006,East of England,"74,013","29,010","45,003","2,052",5%,6%,5%,75,0%,1%,4%,588,1%,7%,5%,"3,782",8%,4%,7%,204,0%,0%,1%,499,1%,1%,1%,"20,472",45%,62%,58%,"2,216",5%,5%,5%,"4,146",9%,4%,3%,"10,651",24%,10%,11%,318,1%,1%,1%
E14000878,Peterborough,E12000006,East of England,"82,629","29,533","53,096","1,883",4%,6%,5%,56,0%,1%,4%,"1,213",2%,7%,5%,"4,486",8%,4%,7%,472,1%,0%,1%,353,1%,1%,1%,"30,552",58%,62%,58%,"5,447",10%,5%,5%,"3,156",6%,4%,3%,"5,117",10%,10%,11%,361,1%,1%,1%
E14000888,Rayleigh and Wickford,E12000006,East of England,"70,725","22,482","48,243","2,322",5%,6%,5%,177,0%,1%,4%,"8,255",17%,7%,5%,"1,334",3%,4%,7%,208,0%,0%,1%,333,1%,1%,1%,"30,083",62%,62%,58%,"1,980",4%,5%,5%,558,1%,4%,3%,"2,793",6%,10%,11%,200,0%,1%,1%
E14000899,Rochford and Southend East,E12000006,East of England,"72,231","26,624","45,607","1,944",4%,6%,5%,183,0%,1%,4%,"6,592",14%,7%,5%,"2,536",6%,4%,7%,231,1%,0%,1%,382,1%,1%,1%,"23,209",51%,62%,58%,"2,351",5%,5%,5%,"1,292",3%,4%,3%,"6,629",15%,10%,11%,258,1%,1%,1%
E14000910,Saffron Walden,E12000006,East of England,"73,547","21,686","51,861","4,457",9%,6%,5%,346,1%,1%,4%,"4,556",9%,7%,5%,967,2%,4%,7%,163,0%,0%,1%,334,1%,1%,1%,"33,586",65%,62%,58%,"1,962",4%,5%,5%,706,1%,4%,3%,"4,495",9%,10%,11%,289,1%,1%,1%
